# Completeness = 2999/1142679769
ra_ep2000	dec_ep2000	errHalfMaj	errHalfMin	errPosAng	ra	dec	source_id	ref_epoch	ra_error	dec_error	parallax	parallax_error	pm.ra	pm.ra_error	pm.dec	pm.dec_error	ra_dec_corr	duplicated_source	phot_g_n_obs	phot_g_mean_flux	phot_g_mean_flux_error	phot_g_mean_mag	phot_variable_flag	l	b
54.1225570743	48.1925239907	0.00084	0.00068	90	54.1225570743	48.1925239907	249021585347929856	2015.0	0.841	0.680							-0.017	0	174	2.41354e+08	2.70964e+06	4.568	NOT_AVAILABLE	149.1729956340	-6.0897588361
56.0267841974	48.5236577083	0.00059	0.00042	90	56.0267903314	48.5236105644	248706369107215872	2015.0	0.433	0.295	4.71	0.59	0.975	0.027	-11.315	0.020	0.183	0	198	1.15520e+08	3.77935e+05	5.368	NOT_AVAILABLE	149.9893880243	-5.0648945415
52.6539637119	48.1035947751	0.00054	0.00038	90	52.6540998982	48.1034918278	249149025617941248	2015.0	0.386	0.247	5.76	0.57	21.826	0.025	-24.707	0.019	0.200	0	196	7.35105e+07	1.25187e+05	5.859	NOT_AVAILABLE	148.4233756535	-6.7323496423
57.2838179293	43.9630835440	0.00096	0.00051	90	57.2837712902	43.9631861129	243466818244407040	2015.0	0.756	0.364	15.13	0.95	-8.057	0.039	24.617	0.024	-0.014	0	208	6.96367e+07	1.46756e+05	5.918	NOT_AVAILABLE	153.5229808690	-8.1033829938
57.0753111895	50.7367654869	0.00058	0.00037	90	57.0752669075	50.7367543853	251185492949740416	2015.0	0.404	0.232	3.77	0.49	-6.726	0.028	-2.664	0.019	-0.099	0	189	5.51082e+07	7.15050e+04	6.172	NOT_AVAILABLE	149.1581897628	-2.9035451050
70.3508130263	48.3006910751	0.00041	0.00028	90	70.3508130263	48.3006910751	257475386655383552	2015.0	0.413	0.280							-0.486	0	178	8.47526e+07	2.20840e+05	5.704	NOT_AVAILABLE	157.0657083729	1.2766937431
68.9364951679	45.2145605256	0.00082	0.00074	90	68.9365959041	45.2145266765	253908055538886912	2015.0	0.236	0.245	2.90	0.32	17.031	0.052	-8.124	0.047	-0.036	0	85	4.46418e+07	3.33305e+04	6.400	NOT_AVAILABLE	158.7172728818	-1.5044859722
73.2907573973	52.8411546895	0.00070	0.00055	90	73.2906623100	52.8411028092	260984065698777472	2015.0	0.459	0.368	7.12	0.68	-13.784	0.035	-12.451	0.027	-0.573	0	184	4.44893e+07	2.25714e+04	6.404	NOT_AVAILABLE	154.7961904630	5.6312029090
71.8982917825	45.9996682719	0.00151	0.00139	-0	71.8983215698	45.9998004258	254738770936135424	2015.0	0.663	0.477	5.52	0.54	4.966	0.081	31.717	0.095	-0.509	0	58	4.41632e+07	7.41066e+04	6.412	NOT_AVAILABLE	159.4953593401	0.5700111967
69.5244931215	46.2336562051	0.00069	0.00064	90	69.5246520507	46.2335714972	254017800543204096	2015.0	0.236	0.262	6.73	0.32	26.384	0.043	-20.330	0.039	-0.130	0	86	4.23085e+07	2.23934e+04	6.459	NOT_AVAILABLE	158.2375128369	-0.5161155149
72.6634666420	50.4090519722	0.00109	0.00083	90	72.6634400952	50.4090472334	259427603912771584	2015.0	0.344	0.305	2.33	0.41	-4.060	0.069	-1.137	0.051	-0.614	1	98	4.10806e+07	3.04682e+04	6.491	NOT_AVAILABLE	156.4386031633	3.7907429946
76.6691025632	51.5970068228	0.00170	0.00169	90	76.6691025632	51.5970068228	265723063894221440	2015.0	1.700	1.690							0.032	0	33	8.73602e+07	9.38744e+06	5.671	NOT_AVAILABLE	157.0588070222	6.5074993348
85.7570916676	56.5816463961	0.02041	0.00709	0	85.7570916676	56.5816463961	268432913380229376	2015.0	7.088	20.409							-0.999	0	52	8.24382e+07	2.94020e+05	5.734	NOT_AVAILABLE	155.7352310423	13.6771420867
83.1408322480	57.2210707182	0.00055	0.00053	90	83.1416882960	57.2201345307	269413334155771136	2015.0	0.267	0.321	23.30	0.30	111.231	0.032	-224.686	0.028	-0.470	0	43	5.08529e+07	6.86393e+04	6.259	NOT_AVAILABLE	154.4363833743	12.7560831776
86.9046129428	54.4946067216	0.00023	0.00017	0	86.9046129428	54.4946067216	264403821739806336	2015.0	0.172	0.231							0.036	0	60	4.97095e+07	3.70312e+04	6.284	NOT_AVAILABLE	157.9382710764	13.2450698001
89.9409338381	55.3208540105	0.00094	0.00077	-0	89.9408985698	55.3204801904	264510543086228096	2015.0	0.577	0.768	8.58	0.65	-4.816	0.034	-89.717	0.036	-0.557	0	77	4.75058e+07	4.38865e+04	6.333	NOT_AVAILABLE	158.0049432603	15.1748353495
65.4658576430	56.5063172842	0.00063	0.00035	90	65.4657475205	56.5063467059	276872661557107712	2015.0	0.490	0.230	10.97	0.47	-14.585	0.026	7.061	0.018	-0.672	0	279	6.95870e+07	1.27752e+05	5.918	NOT_AVAILABLE	149.0301713014	4.7038427229
62.3426393821	54.8288646937	0.00047	0.00032	90	62.3431534042	54.8284818319	276284732071766784	2015.0	0.293	0.164	22.80	0.40	71.061	0.025	-91.887	0.018	-0.210	0	164	5.72014e+07	1.07880e+05	6.131	NOT_AVAILABLE	148.9243365748	2.2741347785
66.7536439848	57.5853015220	0.00076	0.00063	90	66.7537173873	57.5852522545	278487328741690368	2015.0	0.598	0.498	4.79	0.78	9.443	0.031	-11.824	0.026	-0.290	0	124	5.05259e+07	4.80808e+04	6.266	NOT_AVAILABLE	148.7451510365	5.9585275450
65.2395898450	50.2548366674	0.00092	0.00061	90	65.2395760431	50.2548357731	270666605613036544	2015.0	0.470	0.256	1.93	0.29	-2.118	0.053	-0.215	0.037	-0.775	0	98	4.43714e+07	2.93125e+04	6.407	NOT_AVAILABLE	153.3586845148	0.1863979269
71.5848738778	55.6550968792	0.00057	0.00051	90	71.5848181622	55.6550517692	274478062671233536	2015.0	0.312	0.250	3.16	0.38	-7.544	0.032	-10.826	0.029	-0.402	0	95	4.29347e+07	2.12601e+04	6.443	NOT_AVAILABLE	151.9745388021	6.6509657264
65.2649946005	56.7122332236	0.00051	0.00042	90	65.2649615432	56.7122183349	276891250173425536	2015.0	0.196	0.081	2.37	0.30	-4.354	0.031	-3.573	0.028	-0.509	0	374	4.23556e+07	1.00746e+04	6.457	NOT_AVAILABLE	148.8055570940	4.7708219183
79.8660741472	58.1173646980	0.00090	0.00090	-0	79.8661272781	58.1172882449	280298808507149184	2015.0	0.706	0.713	3.91	0.70	6.735	0.037	-18.349	0.036	-0.833	0	146	5.66588e+07	6.20876e+04	6.142	NOT_AVAILABLE	152.7083414623	11.7456226833
86.8843320873	63.5988477179	0.00048	0.00039	82	86.8842210036	63.5989293760	286890071478096000	2015.0	0.181	0.293	6.81	0.38	-11.854	0.023	19.598	0.025	0.180	0	178	5.61177e+07	2.68560e+04	6.152	NOT_AVAILABLE	149.5504596132	17.4282465524
84.3127953599	64.1544164047	0.00026	0.00020	0	84.3127953599	64.1544164047	287575483834563072	2015.0	0.202	0.258							0.186	0	146	5.33736e+07	6.14952e+04	6.206	NOT_AVAILABLE	148.4916854207	16.6761999554
76.9424384904	55.7591582284	0.00079	0.00067	90	76.9426318743	55.7590984639	279443525899748352	2015.0	0.222	0.224	5.11	0.30	26.115	0.051	-14.343	0.042	-0.614	0	159	4.58292e+07	1.90284e+04	6.372	NOT_AVAILABLE	153.7643973851	9.0955472420
78.3801869118	62.6911326352	0.00054	0.00054	90	78.3798553232	62.6911378403	285928754718166016	2015.0	0.396	0.405	12.00	0.48	-36.511	0.025	1.249	0.024	-0.578	0	111	4.24369e+07	3.39975e+04	6.455	NOT_AVAILABLE	148.3791725663	13.6487709290
18.4373525942	24.5836123991	0.00055	0.00047	90	18.4373525942	24.5836123991	294090532609602304	2015.0	0.553	0.467							-0.003	0	56	2.42436e+08	3.04845e+06	4.563	NOT_AVAILABLE	129.3728981203	-38.0089413783
25.3265652116	25.7457123793	0.00073	0.00044	90	25.3271167454	25.7455435762	292304857007289344	2015.0	0.290	0.203	17.52	0.29	119.228	0.045	-40.513	0.026	0.147	0	69	6.00613e+07	2.06883e+05	6.078	NOT_AVAILABLE	136.8004187523	-35.7795761128
27.1731773454	32.6902087983	0.00074	0.00065	90	27.1723470443	32.6914460207	305334275954291200	2015.0	0.596	0.521	35.82	0.73	-167.708	0.030	296.933	0.025	0.608	0	39	9.28273e+07	3.66821e+05	5.606	NOT_AVAILABLE	136.6464771623	-28.6510429648
27.2113095936	34.1426183839	0.00048	0.00044	0	27.2113095936	34.1426183839	306043770192047360	2015.0	0.437	0.478							0.246	0	42	7.49554e+07	3.60535e+05	5.838	NOT_AVAILABLE	136.2724157013	-27.2376167282
25.9589286392	32.1920142932	0.00053	0.00037	90	25.9588898075	32.1920193361	305401930279249792	2015.0	0.233	0.185	7.67	0.24	-7.887	0.032	1.210	0.021	-0.138	1	58	6.42181e+07	6.23768e+04	6.006	NOT_AVAILABLE	135.6476528264	-29.3826550422
20.2807206160	28.7382084322	0.00090	0.00083	90	20.2808561920	28.7378971460	308747538004536704	2015.0	0.727	0.691	7.96	0.81	28.530	0.036	-74.709	0.031	0.192	0	83	1.97572e+08	1.92384e+06	4.785	NOT_AVAILABLE	130.7544359987	-33.6825520101
17.5810425887	25.4577623983	0.00054	0.00048	90	17.5810487348	25.4572869974	306392109220114304	2015.0	0.343	0.360	8.21	0.40	1.332	0.028	-114.096	0.021	0.315	0	99	1.36999e+08	8.77355e+05	5.183	NOT_AVAILABLE	128.2870647738	-37.2180052307
18.5204399221	28.5295740302	0.00087	0.00074	90	18.5207275556	28.5293486188	308866697577272576	2015.0	0.593	0.556	3.36	0.65	60.650	0.042	-54.099	0.032	0.202	0	50	1.25579e+08	5.25085e+05	5.277	NOT_AVAILABLE	128.9381871034	-34.0781692055
20.9061655435	34.2458878369	0.00063	0.00053	90	20.9073646508	34.2463791131	319946957286018560	2015.0	0.471	0.407	20.52	0.53	237.892	0.028	117.905	0.022	0.076	0	84	6.46352e+07	7.94679e+04	5.999	NOT_AVAILABLE	130.4741901262	-28.1534835749
21.7763748730	34.3775520800	0.00054	0.00053	90	21.7771972879	34.3775071562	317329879094111104	2015.0	0.338	0.379	23.91	0.39	162.904	0.028	-10.782	0.025	0.184	0	52	5.72032e+07	8.85271e+04	6.131	NOT_AVAILABLE	131.2570189206	-27.9169561225
23.9601791494	33.8353240742	0.00094	0.00088	0	23.9599634553	33.8347583871	316357017465549824	2015.0	0.584	0.698	10.05	0.81	-42.999	0.044	-135.765	0.042	0.429	0	73	5.57433e+07	3.24625e+04	6.159	NOT_AVAILABLE	133.3804838825	-28.1345222813
32.3866937536	34.9871291598	0.00934	0.00362	90	32.3866937536	34.9871291598	329384512263823360	2015.0	9.343	3.625							0.725	0	31	8.19860e+08	4.57804e+07	3.240	NOT_AVAILABLE	140.5486807602	-25.1983939088
38.0259390612	36.1473220402	0.00258	0.00098	90	38.0259390612	36.1473220402	327523279596166016	2015.0	2.575	0.982							0.563	0	75	2.17161e+08	3.76068e+06	4.683	NOT_AVAILABLE	144.7390307015	-22.4254561035
32.1227354884	37.8589059160	0.00055	0.00049	90	32.1227354884	37.8589059160	332221252264204544	2015.0	0.555	0.493							-0.026	0	144	1.65909e+08	1.57971e+06	4.975	NOT_AVAILABLE	139.3135004762	-22.5494702972
32.8542627456	31.5263963368	0.00052	0.00042	90	32.8544359300	31.5263513992	324628437279401088	2015.0	0.266	0.274	8.20	0.32	35.429	0.030	-10.785	0.021	0.130	0	73	5.21823e+07	1.14488e+05	6.231	NOT_AVAILABLE	142.2681011579	-28.3247236479
39.5742948831	37.7267132972	0.00093	0.00086	104	39.5740978975	37.7265259978	333729541698894464	2015.0	0.651	0.758	12.33	0.43	-37.393	0.037	-44.952	0.036	0.874	0	74	6.18147e+07	9.44904e+04	6.047	NOT_AVAILABLE	145.2370354829	-20.4735255142
41.8798097162	44.2721993447	0.00083	0.00066	90	41.8798102421	44.2721718492	337715236990339584	2015.0	0.563	0.465	2.65	0.71	0.090	0.040	-6.599	0.031	-0.498	0	101	5.50412e+07	5.00278e+04	6.173	NOT_AVAILABLE	143.8923600505	-13.8241547756
40.0079651796	39.8346960192	0.00296	0.00061	90	40.0079651796	39.8346960192	335116644337816064	2015.0	2.965	0.614							0.806	0	93	5.29535e+07	4.42064e+05	6.215	NOT_AVAILABLE	144.6054472580	-18.4231334657
37.6702374929	40.1674196766	0.00062	0.00030	90	37.6702374929	40.1674196766	337953560430397952	2015.0	0.615	0.305							0.067	1	52	4.96994e+07	2.78740e+04	6.284	NOT_AVAILABLE	142.7384914808	-18.8566813371
25.1658184608	43.2974998229	0.00035	0.00034	0	25.1658184608	43.2974998229	348684446024648704	2015.0	0.340	0.352							0.137	0	69	9.05143e+07	4.10209e+05	5.633	NOT_AVAILABLE	132.3560029152	-18.6716630596
28.7243317632	40.7017684702	0.00036	0.00029	90	28.7243317632	40.7017684702	344233588595647488	2015.0	0.362	0.288							-0.013	0	130	7.95916e+07	1.40840e+05	5.773	NOT_AVAILABLE	135.7223150413	-20.5885942167
28.7402543850	37.1282966136	0.00057	0.00042	90	28.7404511962	37.1282307199	342496085345848064	2015.0	0.233	0.191	5.45	0.26	37.660	0.035	-15.815	0.025	-0.100	0	82	7.26952e+07	1.12704e+05	5.871	NOT_AVAILABLE	136.7521961301	-24.0328574414
27.7887173407	38.0239479934	0.00068	0.00053	90	27.7887188710	38.0239336148	342793468882619776	2015.0	0.295	0.236	2.03	0.31	0.289	0.041	-3.451	0.032	0.010	0	73	7.09605e+07	3.58935e+05	5.897	NOT_AVAILABLE	135.7038060610	-23.3623045067
33.9905563685	47.8119400824	0.00059	0.00050	90	33.9908391795	47.8117379283	354780516446825344	2015.0	0.235	0.163	7.81	0.24	45.582	0.036	-48.517	0.032	-0.459	0	93	6.31599e+07	4.88609e+04	6.024	NOT_AVAILABLE	137.3009000743	-12.6878828604
29.4968574853	47.0954971724	0.00018	0.00009	90	29.4968574853	47.0954971724	356223732832594304	2015.0	0.183	0.092							-0.081	0	84	6.11754e+07	6.57425e+04	6.058	NOT_AVAILABLE	134.5345560079	-14.2714812851
34.8444904075	48.9554645864	0.00062	0.00056	90	34.8438634952	48.9557685463	355306907638824064	2015.0	0.456	0.427	17.68	0.58	-98.798	0.028	72.950	0.024	-0.584	0	81	5.01538e+07	3.14032e+04	6.274	NOT_AVAILABLE	137.4556798420	-11.4202897047
28.2113552911	51.4748371587	0.00061	0.00055	90	28.2112702876	51.4748100819	359543497738428928	2015.0	0.476	0.424	6.98	0.57	-12.707	0.025	-6.498	0.024	-0.499	0	85	4.88998e+07	7.06426e+04	6.302	NOT_AVAILABLE	132.5784435295	-10.2431222924
34.8086885184	50.1438542696	0.00053	0.00046	90	34.8089435996	50.1437620901	355665279710477568	2015.0	0.332	0.248	3.59	0.35	39.233	0.028	-22.123	0.026	0.008	0	105	4.36389e+07	2.38659e+04	6.425	NOT_AVAILABLE	137.0238850987	-10.3103228834
14.5592482901	33.9508854092	0.00061	0.00035	90	14.5594287304	33.9505874615	362706002418747648	2015.0	0.377	0.228	17.13	0.33	35.923	0.032	-71.507	0.018	-0.244	0	75	8.80519e+07	2.05819e+05	5.663	NOT_AVAILABLE	124.5426284171	-28.8998956733
8.7900660730	36.8322332197	0.00098	0.00088	90	8.7899555073	36.8321665493	366691628989174784	2015.0	0.195	0.344	3.70	0.26	-21.239	0.064	-16.001	0.054	0.534	0	75	6.66422e+07	8.84427e+04	5.965	NOT_AVAILABLE	119.3108632414	-25.9251072270
7.2360929540	36.8996918110	0.00054	0.00047	0	7.2360722997	36.8996763097	366461556181138560	2015.0	0.197	0.354	5.03	0.35	-3.964	0.028	-3.720	0.027	0.161	0	68	6.55459e+07	1.05265e+05	5.983	NOT_AVAILABLE	117.9406922781	-25.7539826143
14.4151872592	45.8393799906	0.00049	0.00046	90	14.4152524747	45.8393544919	377845315459371648	2015.0	0.272	0.260	8.15	0.30	10.904	0.028	-6.120	0.025	-0.069	0	98	7.92345e+07	2.24931e+05	5.777	NOT_AVAILABLE	124.0653553757	-17.0186996684
16.0187435770	38.6885384376	0.00081	0.00067	0	16.0186377369	38.6885327386	370644648168970752	2015.0	0.458	0.622	2.13	0.71	-19.827	0.033	-1.368	0.035	0.170	0	78	7.03182e+07	1.32287e+05	5.907	NOT_AVAILABLE	125.6332738370	-24.1169275589
15.7260795506	41.3451759433	0.00159	0.00084	90	15.7259591006	41.3451365167	374478370337883392	2015.0	1.337	0.691	11.11	1.00	-21.703	0.058	-9.462	0.032	-0.221	0	88	6.83162e+07	1.11786e+05	5.938	NOT_AVAILABLE	125.2441190744	-21.4751315195
14.5411589987	39.4753703223	0.00048	0.00044	-0	14.5411422971	39.4752495204	373848178375563648	2015.0	0.226	0.275	6.02	0.34	-3.094	0.026	-28.992	0.026	0.155	0	56	5.68782e+07	7.71661e+04	6.137	NOT_AVAILABLE	124.3460279183	-23.3780303364
4.2726162691	38.6815751558	0.00043	0.00036	90	4.2726162691	38.6815751558	379662670741141120	2015.0	0.434	0.358							-0.114	0	200	1.77397e+08	1.61607e+06	4.902	NOT_AVAILABLE	115.6187698077	-23.7019464253
4.9230232017	40.7293857137	0.00344	0.00207	90	4.9230232017	40.7293857137	380406288494324352	2015.0	3.444	2.070							-0.991	0	42	7.19378e+07	1.07588e+05	5.882	NOT_AVAILABLE	116.4639586488	-21.7433347046
4.9750675061	44.7094150231	0.00059	0.00059	0	4.9749461674	44.7093745692	385742626446827648	2015.0	0.339	0.295	1.66	0.46	-20.696	0.032	-9.709	0.034	-0.238	0	136	6.28981e+07	5.35191e+05	6.028	NOT_AVAILABLE	117.0549645713	-17.8021903666
2.2083472413	40.4945515128	0.00064	0.00039	90	2.2083832994	40.4945220294	383197291386784128	2015.0	0.356	0.143	3.08	0.32	6.581	0.036	-7.076	0.024	-0.240	0	134	5.89150e+07	4.46813e+04	6.099	NOT_AVAILABLE	114.2336685107	-21.6565538823
9.7912705894	49.3545764756	0.00042	0.00032	90	9.7912705894	49.3545764756	391403736938850944	2015.0	0.415	0.322							-0.392	0	164	1.77584e+08	1.36839e+06	4.901	NOT_AVAILABLE	120.8773879941	-13.4682086439
4.2247223813	49.4618934114	0.00218	0.00077	90	4.2247223813	49.4618934114	394372456989261440	2015.0	2.179	0.769							0.680	0	37	1.10019e+08	5.42455e+05	5.421	NOT_AVAILABLE	117.1836892744	-13.0239769348
7.2374897983	48.4137071177	0.00071	0.00059	90	7.2374805171	48.4136887544	391083710335685888	2015.0	0.452	0.320	1.83	0.54	-1.478	0.036	-4.407	0.033	-0.400	0	138	1.01922e+08	7.75274e+05	5.504	NOT_AVAILABLE	119.0844708762	-14.2899950556
2.9961881086	48.1523972363	0.00050	0.00048	90	2.9965666642	48.1524420628	393130382512724352	2015.0	0.355	0.357	5.43	0.44	60.613	0.023	10.758	0.021	0.047	0	140	9.51296e+07	3.43410e+05	5.579	NOT_AVAILABLE	116.1622090443	-14.2000604086
0.3302143695	49.9815571016	0.00044	0.00039	90	0.3302994367	49.9815092428	393907153116609152	2015.0	0.313	0.241	4.65	0.54	13.128	0.020	-11.486	0.020	-0.830	0	229	7.11104e+07	4.16220e+04	5.895	NOT_AVAILABLE	114.7299813447	-12.0904325759
22.5254161982	47.0070953333	0.00051	0.00043	90	22.5254161982	47.0070953333	398968205140983040	2015.0	0.513	0.432							0.078	0	106	1.56373e+08	1.15227e+06	5.039	NOT_AVAILABLE	129.7508060287	-15.3521068439
18.1420121696	45.3375294553	0.00067	0.00063	0	18.1421663173	45.3376143893	397829489051137280	2015.0	0.449	0.522	3.31	0.54	26.005	0.029	20.384	0.028	0.026	0	115	1.26113e+08	5.88266e+05	5.273	NOT_AVAILABLE	126.8202699706	-17.3745418212
19.5423324239	47.4196901485	0.00027	0.00020	90	19.5423324239	47.4196901485	398514145491948288	2015.0	0.273	0.203							0.089	1	75	7.88706e+07	1.92883e+05	5.782	NOT_AVAILABLE	127.6123994002	-15.2089820939
21.5778595577	43.4577414173	0.00051	0.00047	90	21.5784831521	43.4574931575	396649025878752256	2015.0	0.248	0.257	23.30	0.30	108.637	0.029	-59.583	0.026	0.067	0	145	7.50831e+07	2.08772e+05	5.836	NOT_AVAILABLE	129.6133740241	-18.9613399311
15.7911690874	53.1404210794	0.00062	0.00051	90	15.7912990292	53.1404025801	405203363781679360	2015.0	0.355	0.257	2.10	0.47	18.707	0.034	-4.440	0.029	-0.682	0	132	6.29803e+07	7.57359e+04	6.027	NOT_AVAILABLE	124.7155575546	-9.6907286950
17.7773243358	55.1498180326	0.00042	0.00040	90	17.7773243358	55.1498180326	411601902983779328	2015.0	0.423	0.396							-0.311	0	234	2.20802e+08	2.13005e+06	4.665	NOT_AVAILABLE	125.7648058963	-7.6136938318
19.5577958476	57.8031632289	0.00048	0.00042	90	19.5577958476	57.8031632289	413463582326266368	2015.0	0.481	0.421							-0.121	1	270	2.20761e+08	1.16408e+06	4.665	NOT_AVAILABLE	126.5081459723	-4.8824225648
20.0204841173	58.2316132337	0.00063	0.00049	-0	20.0204734891	58.2316081832	413828757625180672	2015.0	0.388	0.518	0.33	0.77	-1.343	0.020	-1.212	0.024	-0.332	0	275	1.82686e+08	1.06269e+06	4.871	NOT_AVAILABLE	126.7062786980	-4.4300726212
25.0544717577	53.8682595650	0.00191	0.00081	90	25.0544717577	53.8682595650	408771141583993984	2015.0	1.908	0.809							0.908	0	42	9.72982e+07	4.58165e+05	5.555	NOT_AVAILABLE	130.1634939300	-8.3171700064
17.1394465055	58.2634489362	0.00050	0.00044	-0	17.1395853476	58.2633965347	413725575332672896	2015.0	0.260	0.342	3.39	0.52	17.528	0.024	-12.576	0.024	-0.096	0	199	7.79205e+07	1.56289e+05	5.796	NOT_AVAILABLE	125.1888691658	-4.5333087380
16.7507270898	56.9349717171	0.00049	0.00044	111	16.7514482498	56.9345182991	412052427872989568	2015.0	0.178	0.211	10.06	0.26	94.430	0.027	-108.821	0.029	0.157	1	58	6.64661e+07	8.53578e+04	5.968	NOT_AVAILABLE	125.0654220778	-5.8727278219
7.9434305363	54.5221834322	0.00076	0.00065	90	7.9434305363	54.5221834322	418090121095577216	2015.0	0.762	0.652							0.003	0	282	1.79894e+08	9.22486e+05	4.887	NOT_AVAILABLE	120.0512685760	-8.2395437561
7.9211058284	52.8394745148	0.00074	0.00041	90	7.9211058284	52.8394745148	416384778562651648	2015.0	0.736	0.413							0.386	0	124	1.28890e+08	7.35419e+05	5.249	NOT_AVAILABLE	119.9059956759	-9.9161793086
11.3215549249	55.2213958967	0.00074	0.00043	-0	11.3213381985	55.2213741149	418414064711052928	2015.0	0.345	0.599	9.54	0.99	-29.669	0.017	-5.228	0.029	-0.708	1	286	1.03785e+08	3.35140e+05	5.484	NOT_AVAILABLE	122.0467661950	-7.6398013602
8.2933112230	54.8949857233	0.00044	0.00027	0	8.2938195881	54.8948232408	418206497529400960	2015.0	0.169	0.300	9.06	0.44	70.164	0.014	-38.996	0.022	-0.604	0	198	9.47229e+07	3.34264e+05	5.584	NOT_AVAILABLE	120.2831166120	-7.8829739918
6.2768655422	53.0467639156	0.00077	0.00026	90	6.2768655422	53.0467639156	419090264360837632	2015.0	0.766	0.261							-0.568	1	253	8.15164e+07	1.08791e+05	5.747	NOT_AVAILABLE	118.9238108049	-9.6199520390
0.1286981647	59.5596808721	0.00045	0.00044	91	0.1280280530	59.5595831757	423196562335109888	2015.0	0.173	0.223	7.68	0.25	-81.481	0.027	-23.448	0.026	0.061	0	174	7.54224e+07	9.67263e+04	5.831	NOT_AVAILABLE	116.5141851557	-2.6761091688
14.1774239831	60.7167243575	0.00544	0.00409	90	14.1774239831	60.7167243575	426558456578909056	2015.0	5.444	4.087							0.175	0	39	7.05495e+08	8.38475e+06	3.404	NOT_AVAILABLE	123.5769733430	-2.1484227373
14.1655194353	59.1808681340	0.00055	0.00055	0	14.1655194353	59.1808681340	425940943356509952	2015.0	0.546	0.546							-0.014	1	85	2.51275e+08	3.34458e+06	4.524	NOT_AVAILABLE	123.6023855696	-3.6840808329
13.7503966298	58.9725121713	0.00062	0.00047	90	13.7503966298	58.9725121713	425954859050559616	2015.0	0.616	0.473							0.009	0	134	2.16847e+08	2.08508e+06	4.684	NOT_AVAILABLE	123.3921924445	-3.8960529822
13.2668953581	61.1246787279	0.00099	0.00089	90	13.2668953581	61.1246787279	427322415294642688	2015.0	0.992	0.891							0.174	0	35	1.97596e+08	2.06618e+06	4.785	NOT_AVAILABLE	123.1287531785	-1.7464484438
12.8182448477	61.8054852192	0.00041	0.00037	90	12.8182448477	61.8054852192	427499260571765504	2015.0	0.408	0.373							-0.260	0	117	1.41133e+08	7.36992e+05	5.151	NOT_AVAILABLE	122.9124344037	-1.0662585404
0.3160692855	60.3552844279	0.00056	0.00055	90	0.3161597848	60.3552614345	429338812243727616	2015.0	0.355	0.353	2.71	0.48	10.743	0.029	-5.518	0.028	-0.119	0	174	1.09423e+08	7.38477e+05	5.427	NOT_AVAILABLE	116.7618195717	-1.9140395631
43.5644333477	52.7624576309	0.00065	0.00061	90	43.5644333477	52.7624576309	441161688978532480	2015.0	0.653	0.605							0.013	0	205	3.44518e+08	3.95489e+06	4.182	NOT_AVAILABLE	141.0238530063	-5.7406680501
47.2748649835	49.6128994080	0.00084	0.00066	90	47.2748649835	49.6128994080	436648193745237120	2015.0	0.842	0.663							0.103	0	241	3.00131e+08	3.36551e+06	4.331	NOT_AVAILABLE	144.6025391784	-7.3778421763
44.9574656070	47.2206966634	0.00125	0.00077	90	44.9575303623	47.2207959304	434490711415350912	2015.0	1.041	0.635	7.35	0.99	10.555	0.046	23.824	0.029	-0.370	0	98	1.32710e+08	7.30431e+05	5.218	NOT_AVAILABLE	144.4446566580	-10.2171241457
44.2110783211	51.2612853661	0.00049	0.00042	90	44.2110757970	51.2611719890	440426115698296320	2015.0	0.289	0.248	4.69	0.44	-0.379	0.026	-27.210	0.023	0.540	1	243	1.01293e+08	2.28695e+05	5.511	NOT_AVAILABLE	142.0762590853	-6.8887502476
42.9237148107	46.8418388856	0.00047	0.00038	90	42.9237148107	46.8418388856	437104838963569152	2015.0	0.467	0.382							0.096	0	65	9.40610e+07	3.82878e+05	5.591	NOT_AVAILABLE	143.3779133054	-11.2002446342
52.4780815107	58.8787467836	0.00071	0.00058	90	52.4780815107	58.8787467836	450113431614263680	2015.0	0.712	0.580							-0.077	0	140	2.43692e+08	2.78620e+06	4.558	NOT_AVAILABLE	142.1883438156	2.0643802217
49.7819787356	50.0948672429	0.00131	0.00069	90	49.7819787356	50.0948672429	442501615694410112	2015.0	1.310	0.692							0.402	0	212	1.37170e+08	7.07623e+05	5.182	NOT_AVAILABLE	145.7367107825	-6.1223309998
52.5004236919	55.4517567612	0.00226	0.00117	90	52.5004236919	55.4517567612	448233369812265472	2015.0	2.258	1.169							0.369	0	98	1.35189e+08	9.69010e+05	5.197	NOT_AVAILABLE	144.1443152822	-0.7498435661
49.6574081784	50.2220747171	0.00065	0.00052	90	49.6574081784	50.2220747171	442550818839744768	2015.0	0.651	0.522							-0.011	0	191	1.25721e+08	6.18508e+05	5.276	NOT_AVAILABLE	145.6003132981	-6.0578624033
48.9498780626	57.1406230284	0.00057	0.00044	90	48.9498642170	57.1406192567	448103799238005888	2015.0	0.429	0.312	0.88	0.58	-1.803	0.025	-0.905	0.020	-0.109	0	152	1.02699e+08	2.97617e+05	5.496	NOT_AVAILABLE	141.5718833450	-0.4118783005
